loss,acc,val_loss,val_acc
0.5167467816343397,83.12044,0.5080414141507773,85.26467
0.4680448156452278,87.71833,0.487644572318296,85.72471
0.45693357691277553,88.79366,0.4989164783178446,86.19691
0.4449902867997401,89.85923,0.438618521204873,90.54799
0.43867201013908147,90.35128,0.43484340992728404,91.062744
0.432669676071163,90.93945,0.4595964929395767,89.04021
0.42923104545495805,91.26532,0.42303984622856367,91.82677
0.4267053830673349,91.39566,0.4281741381851152,91.41537
0.4214045315266153,91.82254,0.47581235080686834,87.35003
0.4198682096877113,92.10441,0.4269764886446655,91.58763
0.41632243235740224,92.41886,0.4452645052731733,89.771805
0.41496272386674216,92.46774,0.4249498422430338,91.97876
0.4138250201163625,92.550835,0.43154318304068073,91.22487
0.41012673072198386,92.85388,0.42284247325552116,92.226006
0.4099626343491428,92.9435,0.42873318680838696,91.484276
0.40804999861652586,93.09013,0.43003503794645365,91.35863
0.4071079973010997,93.16345,0.45593400293750985,88.898346
0.40619860730902124,93.31172,0.4237010962922904,92.00308
0.40554398789271573,93.28076,0.42802523557778,91.56534
0.40427993230203146,93.45836,0.45678377557357464,88.54369
0.4032457660771013,93.477905,0.4330365368287078,91.29985
0.4007585229229753,93.782585,0.4383687679637731,90.48517
0.40164826373735735,93.6832,0.426143980250439,91.72544
0.3993625400958892,93.81517,0.4525830010495761,89.20841
0.40043593941565225,93.82332,0.4369138626118424,91.399155
0.3982611861977264,93.930855,0.42726193041807636,91.72138
0.3978416150565938,94.01395,0.4391067062061275,90.584465
0.3967114864101748,94.10356,0.47726364806777616,87.31558
0.39788916377628436,94.04979,0.4252722309334578,92.04767
0.39737738776132386,94.09867,0.4211079298908763,92.26654
0.39632229648367334,94.15081,0.4265073937510083,91.84298
0.3954116944165374,94.248566,0.42815658871456497,91.59371
0.394528533047506,94.29745,0.4308606325111191,91.684906
0.3945791607604161,94.222496,0.4392047471496072,90.61689
0.39375820516669835,94.34144,0.450511978603368,89.84679
0.39427602716854643,94.375656,0.4168422435508164,92.629295
0.3943130033978332,94.40335,0.43069701741332367,91.605865
0.3920091947189088,94.52066,0.42493838299882397,91.97471
0.39284374386973375,94.44734,0.44026621298721946,90.312904
0.392795948154362,94.435936,0.4251769298322779,92.0659
0.3922924011541731,94.46037,0.42142792303119964,92.223976
0.39100662367933114,94.558136,0.4317522140946988,91.338356
0.3906147261543493,94.56139,0.4257418049062118,91.90175
0.39098118035835566,94.71944,0.4210446002650354,92.41245
0.3900177499300745,94.68359,0.4252169581780019,92.06996
0.3900234157897384,94.64774,0.4414795272622436,90.75876
0.38995286001900564,94.844894,0.42955456219913124,91.5471
0.3899175028731353,94.766685,0.441847623476877,90.523674
0.3900610752660117,94.657524,0.42641706488321107,91.79231
0.39009605601383324,94.6673,0.4335136994932103,91.466034
0.38996259496781327,94.75039,0.44837996699930627,90.09403
0.38971891070058623,94.71129,0.425575318967322,91.72949
0.38926629077281893,94.75854,0.4297344012019235,91.812584
0.38821548267002526,94.83675,0.45782017290360266,89.096954
0.3894079992308731,94.80742,0.44139029794939144,90.67972
0.3882589042808266,94.92635,0.4215975179978382,92.416504
0.3879438866477565,94.857925,0.43688874010446005,90.90264
0.3885590589767452,94.840004,0.428054151909206,91.69099
0.38671417852885037,95.00294,0.4258578853771071,92.157104
0.3861362665922724,95.071365,0.45222741991629395,89.571175
0.3745493267947367,96.04732,0.4256155791217715,91.79434
0.3721658583105045,96.259125,0.42559864305336653,91.84298
0.36935524196520336,96.54914,0.4199502148439603,92.414474
0.3675164054531499,96.63061,0.4260284231562559,91.83893
0.368330925112596,96.56544,0.4229950138721639,92.16724
0.36689540318080355,96.74303,0.42366578282085376,92.0578
0.36620122452224757,96.7528,0.42438547956804357,92.00713
0.36567509948150706,96.9027,0.4204556905651216,92.378
0.3659422337014434,96.847305,0.43061665106376323,91.46198
0.3645001708901836,96.98416,0.4221560077212664,92.25032
0.3651164721957834,96.84567,0.42607574116549757,91.85716
0.36367147439960645,96.990685,0.43075120309911347,91.57344
0.3640868256686253,96.98254,0.4228683340951472,92.15913
0.36297442092015425,97.15687,0.42601801677282064,91.96255
0.3641156291626044,96.977646,0.43126556884144684,91.56737
0.3625516546841583,97.099846,0.42917784360441563,91.678825
0.36316770159788003,97.121025,0.427036801742054,91.91391
0.36198183014693674,97.18131,0.42269357200107993,92.21182
0.3616980964374244,97.2253,0.42454699219123554,92.157104
0.36286261845554874,97.050964,0.426705536211511,91.85919
0.3619459971272784,97.15524,0.42204068417524393,92.35368
0.36285409558179854,97.05911,0.4286079461627124,91.76192
0.360934992714147,97.28069,0.4285422132172937,91.757866
0.36076634286342496,97.2253,0.42646319941942484,91.89365
0.3611867580100568,97.27581,0.42325982037839877,92.17534
0.3617892082279492,97.21064,0.42724373372303065,91.92809
0.3607555744670355,97.20412,0.42894282411353907,91.69504
0.35997432607058066,97.34261,0.4245693154062897,92.153046
0.36080950467504475,97.259514,0.42716691674889296,91.96863
0.3601957187289615,97.39638,0.4270361145492039,91.9362
0.3592725499330149,97.43385,0.4228437866063743,92.29491
0.3590452154560308,97.404526,0.43020580788221496,91.67072
0.3587619130255905,97.503914,0.4274219332888587,91.8977
