loss,acc,val_loss,val_acc
4.208077848559678,2.4463384,4.151201577729816,2.6898735
4.131614712753681,2.8369634,4.116099513331546,3.061709
4.104738764088563,3.3025568,4.077551153038121,3.5087025
4.078280109347719,3.7839332,4.044184891785247,4.129747
4.054760703534791,4.198232,4.029244803175142,4.177215
4.036664183693703,4.3600063,4.006033664413645,5.003956
4.010277224309517,4.916351,3.9805233695839024,5.601266
3.9906273502292056,5.180713,3.9650649958019013,6.0482597
3.9671989673315875,5.871212,3.9357018591482427,6.554589
3.945121229296983,6.143466,3.9191542233092878,6.8433547
3.9197197044738616,6.8102903,3.9035992175717897,7.1875
3.8916696617097566,7.2679925,3.863721956180621,7.915348
3.8598150815626586,8.03346,3.841044974628883,8.433544
3.8328620803476583,8.530619,3.815665674813186,9.442246
3.7963243138910543,9.631471,3.794497658934774,9.936709
3.7622233683412727,10.116793,3.7787268952478335,10.023734
3.727631683301444,11.079545,3.709278780297388,11.67326
3.683495972493682,12.172506,3.6885126723518855,12.507912
3.645812938309679,13.206282,3.6549967427796957,13.223892
3.6100822036916558,13.952021,3.6400250537486016,13.817247
3.5721145633495217,15.072601,3.613650539856923,14.462026
3.5310060141062496,16.051136,3.592839451077618,15.162184
3.4910344499530215,17.100695,3.551507925081857,16.41614
3.4527242942289873,17.85827,3.557519344740276,16.63766
3.416741952751622,19.207703,3.525630183763142,17.424843
3.386187018168093,19.850853,3.512155219573009,17.195412
3.3426961928907066,20.714962,3.482061758524255,18.52848
3.309540604100083,21.855272,3.4602300100688694,19.003164
3.279590662681695,22.640467,3.4624015246765523,19.193039
3.236810371731267,23.966225,3.4349913814399815,19.849684
3.213748493579903,24.214804,3.430492822128006,20.490507
3.178540896887731,25.402462,3.404271768014642,21.364716
3.1503606119541208,26.171875,3.3792066607294204,22.080696
3.118689270934673,26.909721,3.3985930026332034,21.313292
3.0976429683993563,27.896149,3.3606872848317595,22.642405
3.0733364405054036,27.860638,3.3587931291966497,22.765032
3.042308524401501,29.174559,3.3411589341827588,23.34652
3.0089591711458534,30.377998,3.35501163066188,23.239716
2.9897246806308475,30.78046,3.33641160741637,24.149525
2.9638972035562148,31.530146,3.325241457661496,24.070412
2.9450787083067076,32.181187,3.2983282101305225,24.940664
2.919157577885522,32.65862,3.2898952230622496,25.003956
2.895241531458768,33.948864,3.29239221011536,25.747627
2.8749966410675434,33.992268,3.27975243526169,25.945412
2.8666073089898236,34.331596,3.2782274581209014,25.977057
2.838203747465153,34.93529,3.2937475282934647,25.878164
2.8116797311137423,36.241318,3.275740684738642,26.060127
2.7847921637573627,37.215908,3.2734843317466447,26.388449
2.7748780647913613,37.018623,3.2849062276791923,25.9731
2.7676070049555617,37.227745,3.2581348627428466,26.400316
2.7475691088522325,37.82749,3.243473799319207,27.416931
2.7428013092339643,37.890625,3.2547599101368383,26.934336
2.7153439846905796,38.861267,3.260676396949382,27.274525
2.692366818586985,39.0625,3.2531367039378685,27.24288
2.6770910343738517,39.437344,3.228457430344594,27.820412
2.6801580678332937,40.198864,3.246547243564944,27.772943
2.655519618530466,40.69997,3.2136196833622606,28.46519
2.637728735654041,40.905144,3.2516894443125666,27.899525
2.6320545637246333,41.122158,3.2359848260879516,28.500792
2.6207214009882223,41.32339,3.2406014288528056,28.279272
2.4095472530885176,48.76894,3.1080356090883665,32.029274
2.3374756165225095,51.5625,3.088779929921597,32.61076
2.3012992291137424,52.840908,3.0818725715709636,32.69383
2.283560322089629,53.306503,3.0657028732420524,33.223892
