loss,acc,val_loss,val_acc
3.869490751933303,14.149684,3.4708955644332256,21.534042
3.3718281419981846,23.23725,2.999529087666384,33.526634
3.0468198737582646,31.54016,2.8932795438569845,34.77234
2.8263319498991697,37.47684,2.8240445217316092,35.99388
2.665461755983707,42.547134,2.5373419529383945,45.14068
2.5523623761241083,45.774303,2.477981924601027,47.876396
2.4608061226326794,48.569637,2.3049730822392753,54.317013
2.3777123598191876,51.057106,2.303212952368038,52.70887
2.3153471325206674,53.09367,2.2390241246043203,55.5305
2.2709721368400553,54.424587,2.243168456857557,54.894222
2.2205396135059146,56.222755,2.1132773902408037,59.353523
2.184122181084225,57.343887,2.1581292187225367,57.26482
2.1500450782185547,58.263405,2.082391943513733,60.57238
2.118844875171066,59.41859,2.1103194642722403,59.1119
2.0894402882901084,60.38034,2.052429973669478,61.949635
2.0723989891195256,60.940224,2.1570181855835866,57.237972
2.0472474102362823,61.806614,2.033415762419553,61.788555
2.021374411030032,62.50136,2.0467313757467105,61.114693
2.0030281727690227,63.24515,1.9238324871997243,66.23443
1.9852619975571437,63.83364,2.036220347758421,61.498604
1.9708354421148324,64.17557,1.9580443540389596,64.76321
1.9597610041901872,64.557,2.037753670485978,61.608677
1.947686854818123,64.97793,1.9645617014354038,65.0988
1.9300011436941318,65.56642,1.981270471594178,62.934925
1.9167316942081933,66.092255,1.9654883117610236,63.863834
1.9110848737365802,66.38241,1.9513181470513754,64.93771
1.9007206273889583,66.62489,1.9271092924875082,65.627686
1.8837523016601203,67.28422,1.9307847088554881,65.47734
1.8807036005733526,67.2597,1.9712422078417748,63.404747
1.8753064296093835,67.40273,1.9880783916339022,63.573883
1.857610749803425,68.13154,1.8928975194590199,66.55391
1.846292683635469,68.448944,1.9734210611618672,63.909473
1.8488306994009973,68.361755,1.996299351613546,63.050365
1.8407106926468215,68.74591,1.9316301806685852,65.13638
1.8349492537424474,68.86716,1.9615849268805121,64.50279
1.8266137870582375,69.11645,1.8689738442398018,67.8721
1.821951151725616,69.16685,1.8904768306365127,66.62908
1.8170510467073662,69.33985,1.9772785115487796,62.832905
1.8085285949000298,69.69676,1.9017345356367708,66.301544
1.805961891683996,69.82754,1.8570307403085977,67.50161
1.8023017634489065,69.99918,1.900218279910661,65.95254
1.791720036433485,70.41331,1.888378307786594,65.95522
1.7898019033613264,70.29479,1.9030757020019584,65.77266
1.7847681598447154,70.60674,1.93133071976429,64.83569
1.7751484339197718,71.12849,1.8783164020256489,67.16602
1.7678072594931153,71.24428,1.8740616698854977,66.95662
